# cl_TT                  cl_TE                    cl_EE
1.963493487916711501e+03 2.094710142653289253e+01 6.629913902821193972e-01
1.954173620776438838e+03 2.157298408245659971e+01 6.862198572098570093e-01
1.944665631044426846e+03 2.219418950740288565e+01 7.101029224830884834e-01
1.934984406701043099e+03 2.280917108220602785e+01 7.346586369803893568e-01
1.925126385617175174e+03 2.341869758244256161e+01 7.599075879757050123e-01
1.915102131139151652e+03 2.402158218503460674e+01 7.858961175109594466e-01
1.904904598568061374e+03 2.461764964007277356e+01 8.126962874414573879e-01
1.894548970291144542e+03 2.520644559377646132e+01 8.402455906423154097e-01
1.884029069691001041e+03 2.578880514746787256e+01 8.685500900284511827e-01
1.873347451260169692e+03 2.636290087543608962e+01 8.976218150855441724e-01
1.862510272099472786e+03 2.692865173512509713e+01 9.274674846206737433e-01
1.851510295614813231e+03 2.748650185463632312e+01 9.581005162022550037e-01
1.840342645609565579e+03 2.803529162943872777e+01 9.895296074148771659e-01
1.829013863921663869e+03 2.857520453054021203e+01 1.021756743136618129e+00
1.817529877446868113e+03 2.910534167660561522e+01 1.054792335752748667e+00
1.805891734214214694e+03 2.962595975650315694e+01 1.088631391078299426e+00
1.794107493603947660e+03 3.013689473333402802e+01 1.123272039883554285e+00
1.782173479290760042e+03 3.063780874645487273e+01 1.158720160241434316e+00
1.770103576571852500e+03 3.112832434436803553e+01 1.194972604640961222e+00
1.757901832464947120e+03 3.160830721995259651e+01 1.232029765727586712e+00
1.745565970062036058e+03 3.207699078422715644e+01 1.269888275924056176e+00
1.733102443220959003e+03 3.253501103550792095e+01 1.308534183216033098e+00
1.720520816695109943e+03 3.298194040867937105e+01 1.347952935215208647e+00
1.707818762729004447e+03 3.341770466441112575e+01 1.388144660820558540e+00
1.695001575258298089e+03 3.384209445213300427e+01 1.429089326842696295e+00
1.682078815870866265e+03 3.425468698977962134e+01 1.470778158974886951e+00
1.669046198466897522e+03 3.465505949854345857e+01 1.513200889061183885e+00
1.655910969032963067e+03 3.504351412091903484e+01 1.556338521218896487e+00
1.642670856718474170e+03 3.541983787023217900e+01 1.600212956370195894e+00
1.629341873376849662e+03 3.578342436223265821e+01 1.644794965214466886e+00
1.615923295326858579e+03 3.613408209800383020e+01 1.690035466388406959e+00
1.602418520741942075e+03 3.647334794589355056e+01 1.735907042593265226e+00
1.588842609847212771e+03 3.679969801328471846e+01 1.782392462891662976e+00
1.575194934367920496e+03 3.711403551870134976e+01 1.829461772027964894e+00
1.561472439008686933e+03 3.741614788602689146e+01 1.877044423253726668e+00
1.547684675749107782e+03 3.770596739534472874e+01 1.925197832922849850e+00
1.533835688533210259e+03 3.798305677382232659e+01 1.973832321959766656e+00
1.519924374845818875e+03 3.824805855132566990e+01 2.022894077058694950e+00
1.505953473680896877e+03 3.850020943089937475e+01 2.072386923104407419e+00
1.491926915779376031e+03 3.873936541893154129e+01 2.122239295921127589e+00
1.477854541289494591e+03 3.896637923448455609e+01 2.172432559995350232e+00
1.463737492016884516e+03 3.918123041543677232e+01 2.222904595882541745e+00
1.449581618008743590e+03 3.938396707894872861e+01 2.273687465011067221e+00
1.435396465931420607e+03 3.957500705519007056e+01 2.324685789697416904e+00
1.421186221438016901e+03 3.975476817288282660e+01 2.375883767417411807e+00
1.406957710728407164e+03 3.992366825878850278e+01 2.427273689016179237e+00
1.392720593879836770e+03 4.008142031315376386e+01 2.478799895880568371e+00
1.378472313280388562e+03 4.022771738660740226e+01 2.530495861822038783e+00
1.364226282063475992e+03 4.036235570976182174e+01 2.582288900519893460e+00
1.349987159214944995e+03 4.048513150836222252e+01 2.634211288731703515e+00
1.335756771284312890e+03 4.059584100232183346e+01 2.686250472800638445e+00
1.321530369180821708e+03 4.069315025846368172e+01 2.738323644858987826e+00
1.307332200748346395e+03 4.077590302163945069e+01 2.790543492790165114e+00
1.293150627264605873e+03 4.084589159728039220e+01 2.842811931775089285e+00
1.279001904741995531e+03 4.090219065872112481e+01 2.895165769230921615e+00
1.264886342132695290e+03 4.094459637857319478e+01 2.947512682396268069e+00
1.250802886692923039e+03 4.097290491561216186e+01 2.999866097397300368e+00
1.236765838884640516e+03 4.098712925534993445e+01 3.052283976416973132e+00
1.222779518318689952e+03 4.098740726060417927e+01 3.104649614687692960e+00
1.208848515870274468e+03 4.097297645880120598e+01 3.156995460932124242e+00
1.194969396763294526e+03 4.094394753698529854e+01 3.209329571456212005e+00
1.181154401710717138e+03 4.090060996349200906e+01 3.261643169582336022e+00
1.167407787056175948e+03 4.084238000028491911e+01 3.313866780225438013e+00
1.153730901529442008e+03 4.076903778383793053e+01 3.365977015699165076e+00
1.140128540393994626e+03 4.068121988729684801e+01 3.417950493755546937e+00
1.126604817824903648e+03 4.057860778345099817e+01 3.469811591000915296e+00
1.113163066689738798e+03 4.046117703019759659e+01 3.521569983518401781e+00
1.099807559648953202e+03 4.032847868231335298e+01 3.573148034792655636e+00
1.086542774040149652e+03 4.018061856640680674e+01 3.624495854388672722e+00
1.073370534034437696e+03 4.001884094868150044e+01 3.675650875461939471e+00
1.060299068292453740e+03 3.984206090000702716e+01 3.726545714879438975e+00
1.047325145510309312e+03 3.965041208947369000e+01 3.777207579926443071e+00
1.034456296123990796e+03 3.944382512209394065e+01 3.827626627796783865e+00
1.021687984931262463e+03 3.922357204652586660e+01 3.877705703073692334e+00
1.009038837327599936e+03 3.898750223471172660e+01 3.927446818005532414e+00
9.965109034082544213e+02 3.873727565681333118e+01 3.976787418682895314e+00
9.840970101975428861e+02 3.847309528825126534e+01 4.025785386092771034e+00
9.717989799528330650e+02 3.819606047174973185e+01 4.074417409004520430e+00
9.596202178389011124e+02 3.790560088068625078e+01 4.122660181485549025e+00
9.475690423040222186e+02 3.760281111761714357e+01 4.170509493781521471e+00
9.356450396364425615e+02 3.728748634649648608e+01 4.217959061057494630e+00
9.238441855985412303e+02 3.695942166072959623e+01 4.264894298700700581e+00
9.121683007003235844e+02 3.661898941883661962e+01 4.311347113862228575e+00
9.006159925185397697e+02 3.626670199072556500e+01 4.357262100524265769e+00
8.891842132691059533e+02 3.590222133632865820e+01 4.402602691904539789e+00
8.778747823067420768e+02 3.552579641550507006e+01 4.447352390835190405e+00
8.666853284522492231e+02 3.513764095773991158e+01 4.491487674400041819e+00
8.556137803550196850e+02 3.473793859125562733e+01 4.534933859767287245e+00
8.446667980956195834e+02 3.432793643245909010e+01 4.577741664179540315e+00
8.338442699758471690e+02 3.390788364033745239e+01 4.619933302872668790e+00
8.231505947440348336e+02 3.347838209073198357e+01 4.661511339004642096e+00
8.125901760205064193e+02 3.304032533087592327e+01 4.702478391657285428e+00
8.021586852988908731e+02 3.259373364306819809e+01 4.742811218809900531e+00
7.918560043660071415e+02 3.214034252365018318e+01 4.782551293884342414e+00
7.816917891624873391e+02 3.167967638117911378e+01 4.821618398006409123e+00
7.716601059428725193e+02 3.121175016607985953e+01 4.860022189269971093e+00
7.617682157697754519e+02 3.073669937566423371e+01 4.897711040159152596e+00
7.520395789297048168e+02 3.025383935266808066e+01 4.934521594189687832e+00
7.424576732749718531e+02 2.976363998804556843e+01 4.970436298359336647e+00
7.330231620019679895e+02 2.926680115893691791e+01 5.005475398999034375e+00
7.237427922661839830e+02 2.876202029162918095e+01 5.039585065274658326e+00
7.146195287059472321e+02 2.825047626689472224e+01 5.072711468022506054e+00
7.056619458430955092e+02 2.773221908965463811e+01 5.104820535792423897e+00
6.968644045053176797e+02 2.720740901705119441e+01 5.135919486496626440e+00
6.882412784772718624e+02 2.667632831540896277e+01 5.165954494446475032e+00
6.797897338437811641e+02 2.613920010784854142e+01 5.194901266819550223e+00
6.715145632894202663e+02 2.559623675814051325e+01 5.222724456602272802e+00
6.634154329419070564e+02 2.504773226033434597e+01 5.249430377857541963e+00
6.554998709155229335e+02 2.449384520541989119e+01 5.274981535088690165e+00
6.477673292556063416e+02 2.393481705985930574e+01 5.299369892462948428e+00
6.402189936016839056e+02 2.337087621926255920e+01 5.322557083517954979e+00
6.328566184593381649e+02 2.280223447463381703e+01 5.344531607615024882e+00
6.256819348459599723e+02 2.222917349819382693e+01 5.365334786541838596e+00
6.186918974439331578e+02 2.165180808998814399e+01 5.384912790476483302e+00
6.118895419943472689e+02 2.107040304966654887e+01 5.403211787766271534e+00
6.052829448190192352e+02 2.048513755337976150e+01 5.420240063351855042e+00
5.988605697835685078e+02 1.989619026889526410e+01 5.435962463208420914e+00
5.926327313061200357e+02 1.930382712006835888e+01 5.450325148575917211e+00
5.866015350859763657e+02 1.870825749905062452e+01 5.463346172429852210e+00
5.807644450339329296e+02 1.810953644802528828e+01 5.475008781450442896e+00
5.751376785510602758e+02 1.750786228457317506e+01 5.485038305353159949e+00
5.697058391363972305e+02 1.690373373011229674e+01 5.493802027006336353e+00
5.644612617915161081e+02 1.629749461165127400e+01 5.501183322611979065e+00
5.594050143027350259e+02 1.568938358831832858e+01 5.507226296040726332e+00
5.545434646598074551e+02 1.507979824325195572e+01 5.512010875850318570e+00
5.498722078913543783e+02 1.446897626265828585e+01 5.515524036430770494e+00
5.453812165843723960e+02 1.385725887831216596e+01 5.517832662318128634e+00
5.410758842095613090e+02 1.324492689433244053e+01 5.518909813663113617e+00
5.369558932302103358e+02 1.263226106747947775e+01 5.518785665852162126e+00
5.330142359071465989e+02 1.201954210827539882e+01 5.517456932568530092e+00
5.292484708586612214e+02 1.140701396720574579e+01 5.514943148393611771e+00
5.256591061551172288e+02 1.079487320610149226e+01 5.511278584103285638e+00
5.222376629720575920e+02 1.018340280807347931e+01 5.506409332601992723e+00
5.189838289629265091e+02 9.572869737967543813e+00 5.500420953026855742e+00
5.158923178469948425e+02 8.963506799964196858e+00 5.493312706089114705e+00
5.129650149668271979e+02 8.355540531418968797e+00 5.485105630366624574e+00
5.101987635589417778e+02 7.749203827974624481e+00 5.475801378145257026e+00
