# cl_TT                  cl_TE                    cl_EE
5.004949248991943932e+03 5.844605412353048024e+01 3.098201713578623728e+00
4.966424843488899569e+03 5.957966343351005634e+01 3.172684329423425709e+00
4.927780381752263565e+03 6.068067965067823621e+01 3.248463043507804571e+00
4.889032260863688862e+03 6.174865414050678680e+01 3.325484048075533217e+00
4.850191139615640168e+03 6.278337042890426289e+01 3.403715585384536446e+00
4.811278953900125089e+03 6.378461086264159263e+01 3.483079264098862815e+00
4.772306009221449131e+03 6.475215649264829665e+01 3.563560874647148768e+00
4.733276471562876395e+03 6.568578696126196803e+01 3.645037223098024359e+00
4.694218158001920528e+03 6.658389317474222935e+01 3.727553577507648708e+00
4.655134970232646083e+03 6.744534808142037718e+01 3.811038461171054159e+00
4.616053542524134173e+03 6.826878786953118095e+01 3.895484906703974293e+00
4.576979672791436315e+03 6.905649600428634471e+01 3.980723557945641922e+00
4.537922221275232914e+03 6.980824350492517283e+01 4.066754862379813318e+00
4.498903288132998568e+03 7.052419014624786087e+01 4.153564272974674232e+00
4.459937377177627241e+03 7.120415207778484046e+01 4.241034957900660984e+00
4.421032877519619433e+03 7.184745389921731373e+01 4.329152326555025354e+00
4.382195868771237656e+03 7.245451273592416896e+01 4.417923760802416666e+00
4.343458181878345385e+03 7.302535257235291510e+01 4.507243787615907493e+00
4.304828142653146642e+03 7.355441454417051261e+01 4.597002514309521892e+00
4.266319906769902445e+03 7.404694309171740940e+01 4.687160887598520453e+00
4.227933296960892221e+03 7.450317186086347476e+01 4.777689183423752262e+00
4.189687262296562949e+03 7.492254721181349453e+01 4.868597234433128307e+00
4.151589868823091820e+03 7.530494244174960272e+01 4.959785862319733951e+00
4.113655208337980184e+03 7.565014996718834084e+01 5.051152463083447230e+00
4.075892554678089709e+03 7.595953278501740158e+01 5.142704377061053655e+00
4.038318195219473182e+03 7.623202567867556922e+01 5.234347694207243329e+00
4.000950812731385668e+03 7.646531727274077639e+01 5.326027816296962314e+00
3.963803965120448993e+03 7.666004100153813283e+01 5.417689387889219610e+00
3.926869999535908391e+03 7.681916651233508730e+01 5.509267027002437978e+00
3.890168156336757875e+03 7.694203591059164182e+01 5.600746726845004630e+00
3.853709640709829273e+03 7.702897370005085520e+01 5.692056378261614924e+00
3.817498424658096610e+03 7.708067291025757584e+01 5.783196505241337881e+00
3.781543648997306263e+03 7.709712641750887485e+01 5.874116256444107620e+00
3.745861099521567667e+03 7.707902906679005639e+01 5.964765166460016310e+00
3.710466563060465432e+03 7.702613688913743317e+01 6.055145799727636557e+00
3.675388698553590530e+03 7.693518143319842295e+01 6.144908493233849356e+00
3.640605550556735579e+03 7.680964660264797317e+01 6.234233565863343429e+00
3.606123500630872513e+03 7.665041068874278096e+01 6.323044565493437297e+00
3.571945228625867458e+03 7.645687391252580767e+01 6.411264582018582736e+00
3.538079861230505685e+03 7.622927002661651841e+01 6.498855874487066586e+00
3.504531144323860644e+03 7.596780917120931065e+01 6.585777369030447304e+00
3.471304404437744324e+03 7.567253816722350734e+01 6.671894106244355527e+00
3.438415919888053395e+03 7.534526053614014529e+01 6.757314411061265069e+00
3.405897994877210749e+03 7.498324169796559602e+01 6.841793798594347109e+00
3.373753994692611741e+03 7.458910433675241336e+01 6.925436695637960938e+00
3.341978180315230929e+03 7.416446100352831650e+01 7.008261346326127850e+00
3.310573920442874169e+03 7.371002175575139859e+01 7.090228871500513286e+00
3.279555536651540933e+03 7.322689437855744643e+01 7.171286656521899339e+00
3.248928324176939896e+03 7.271479762476127462e+01 7.251363122193632549e+00
3.218694111739728669e+03 7.217445827234023170e+01 7.330429609026220206e+00
3.188863119738062778e+03 7.160659629057028042e+01 7.408415703894906557e+00
3.159449089333622396e+03 7.101056239157635730e+01 7.485096341901307682e+00
3.130478486877877913e+03 7.038625229007161010e+01 7.560282712426049656e+00
3.101923210618066605e+03 6.973480330853645626e+01 7.634160790656322249e+00
3.073789124546931816e+03 6.905793349526331326e+01 7.706660736702914072e+00
3.046081635329232085e+03 6.835616317125609953e+01 7.777750078627061470e+00
3.018803820578957129e+03 6.763016086511174763e+01 7.847413782471678090e+00
2.991964126699674580e+03 6.688069694766232942e+01 7.915582263488500026e+00
2.965565412515496519e+03 6.610840702332548346e+01 7.982249652005148910e+00
2.939610701065527337e+03 6.531406259537624237e+01 8.047302194982229651e+00
2.914142097064609061e+03 6.449695329599673244e+01 8.110566598367036306e+00
2.889143685406244913e+03 6.365885128505697566e+01 8.172025118618622130e+00
2.864594849169716781e+03 6.280089640785242722e+01 8.231917035430965868e+00
2.840505950253724222e+03 6.192367965744609393e+01 8.290071014849223374e+00
2.816875609868593529e+03 6.102791921839502010e+01 8.346592908941541822e+00
2.793703967395606014e+03 6.011417296573670654e+01 8.401412975260916127e+00
2.770993195208461202e+03 5.918308150919311572e+01 8.454461357202772476e+00
2.748753664279377972e+03 5.823523609110703347e+01 8.505736644877854857e+00
2.726991461295279350e+03 5.727087020453743094e+01 8.555033884804922550e+00
2.705737129716259460e+03 5.629049229390690101e+01 8.602150136800867486e+00
2.684955340711788722e+03 5.529532882760850754e+01 8.647400547169374008e+00
2.664642325959870050e+03 5.428590589481279949e+01 8.690726525261554869e+00
2.644804754799748480e+03 5.326288530619569883e+01 8.732085477768249504e+00
2.625438382140060639e+03 5.222696947771942177e+01 8.771573328715291495e+00
2.606539231683548678e+03 5.117879627259893027e+01 8.809129582620764509e+00
2.588114315767272728e+03 5.011910192665634156e+01 8.844847681268880990e+00
2.570166938457213746e+03 4.904850413845763057e+01 8.878709692402965814e+00
2.552729377706072682e+03 4.796771390091017651e+01 8.910382607720336523e+00
