# cl_TT                  cl_TE                    cl_EE
3.274602383113025553e+03 -1.639535438325309968e+01 4.126609714918913485e-01
3.285258540656296191e+03 -1.587219870663976806e+01 4.092277047419128899e-01
3.295684390189079295e+03 -1.533575145398684114e+01 4.059899053049146334e-01
3.305871564433451567e+03 -1.478611299411175928e+01 4.029629380187060295e-01
3.315826552684365652e+03 -1.422360655047927303e+01 4.001621665199573408e-01
3.325555844101175808e+03 -1.364840678293234255e+01 3.976044388800040186e-01
3.335065927702463341e+03 -1.306076263736507315e+01 3.953051162282229525e-01
3.344341007312953934e+03 -1.246084877780623401e+01 3.932795583834254871e-01
3.353402428366045569e+03 -1.184906271944269385e+01 3.915431238130084868e-01
3.362240435138574412e+03 -1.122545888489559296e+01 3.901145311259337500e-01
3.370847149659175557e+03 -1.059027928017279585e+01 3.890148011099998082e-01
3.379198449515562970e+03 -9.943348532889274338e+00 3.882675717678943372e-01
3.387299925583996810e+03 -9.284788400678806397e+00 3.878957367328806360e-01
3.395120026891215275e+03 -8.614646352366030158e+00 3.879229308888063610e-01
3.402664344133517261e+03 -7.932895566598355153e+00 3.883713018135958039e-01
3.409916182893626683e+03 -7.239516642283539305e+00 3.892652239017379556e-01
3.416866277062633344e+03 -6.534713019290604663e+00 3.906275841355827394e-01
3.423542502263816914e+03 -5.818621271298953346e+00 3.924805248660610535e-01
3.429928164024390753e+03 -5.091400244482054305e+00 3.948484150979768570e-01
3.436028852953670139e+03 -4.353199856895861863e+00 3.977548790949464452e-01
3.441857588069681242e+03 -3.604183381975020861e+00 4.012213106544527119e-01
3.447412531776426931e+03 -2.844505161920879655e+00 4.052720728985055310e-01
3.452699274943307955e+03 -2.074325462841583256e+00 4.099307840447505291e-01
3.457715980233653681e+03 -1.293832758250790249e+00 4.152136318384163083e-01
3.462445953783586901e+03 -5.032229281509031926e-01 4.211524013866365101e-01
3.466887358631925053e+03 2.972858857790200982e-01 4.277632760376463006e-01
3.471038358048087048e+03 1.107586991969433887e+00 4.350624368684901100e-01
3.474889687209458771e+03 1.927395444744010922e+00 4.430809193400217505e-01
3.478432081578197085e+03 2.756589749829366554e+00 4.518348998531052652e-01
3.481671133626924984e+03 3.594825591488207017e+00 4.613405524092298871e-01
3.484590151111080559e+03 4.442055818324459615e+00 4.716289052744088162e-01
3.487194727192143091e+03 5.297861892983779519e+00 4.827086991949157135e-01
3.489490455406499677e+03 6.162122444828692203e+00 4.946035291193610628e-01
3.491475501332486601e+03 7.034419002995751846e+00 5.073221307726708540e-01
3.493140602605140430e+03 7.914630265412362142e+00 5.208955223867053341e-01
3.494491353978980442e+03 8.802412115191666331e+00 5.353398629330236025e-01
3.495525922286398327e+03 9.697494755466872007e+00 5.506638804619580219e-01
3.496249903144281689e+03 1.059960842662192704e+01 5.668911571472858846e-01
3.496654035906230547e+03 1.150848340693122829e+01 5.840378442345902643e-01
3.496743917063302433e+03 1.242377572960160137e+01 6.021052336954598738e-01
3.496525143539954570e+03 1.334521575022539075e+01 6.211168999887204389e-01
3.495988455986650479e+03 1.427245958012675153e+01 6.410889866749471810e-01
3.495132023820378890e+03 1.520516337011887309e+01 6.620302064376319962e-01
3.493968873561344935e+03 1.614313187766796176e+01 6.839566978105131589e-01
3.492482318714634403e+03 1.708594704944564313e+01 7.068845968598199692e-01
3.490692814902426107e+03 1.803326515531171736e+01 7.308077521716760394e-01
3.488591104688597170e+03 1.898481678819782914e+01 7.557422949972990578e-01
3.486182787654105596e+03 1.994025829690026086e+01 7.816894975509997012e-01
3.483466035317298520e+03 2.089909750229329788e+01 8.086729148160215486e-01
3.480439019452567663e+03 2.186121368148526756e+01 8.366938145028692819e-01
3.477114768756807280e+03 2.282611473235962407e+01 8.657534621649409790e-01
3.473491455412137839e+03 2.379345715759149016e+01 8.958605496185629846e-01
3.469567251748133003e+03 2.476304606408573861e+01 9.270163383168319449e-01
3.465355186902302648e+03 2.573446374484733568e+01 9.592295161288706407e-01
3.460860861727867359e+03 2.670744109582852133e+01 9.924864840216748307e-01
3.456075020400817721e+03 2.768163476471413276e+01 1.026803354598532447e+00
3.451018120477845514e+03 2.865662715017976225e+01 1.062181382087673098e+00
3.445680906050162321e+03 2.963222353513228668e+01 1.098606962435568102e+00
3.440076406150775711e+03 3.060800638490490400e+01 1.136096203504557423e+00
3.434194573242002662e+03 3.158345973315605804e+01 1.174626568639808966e+00
3.428037050823028039e+03 3.255819377416178639e+01 1.214236369535380833e+00
3.421597262435164339e+03 3.353164598540305263e+01 1.254947558621983594e+00
3.414883488036495692e+03 3.450317959057040440e+01 1.296796943951080916e+00
3.407874293858968940e+03 3.547238069278784423e+01 1.339799047548371647e+00
3.400577959170466329e+03 3.643868685633484006e+01 1.383990675620565991e+00
3.392995334485382955e+03 3.740175852342052565e+01 1.429393776909640756e+00
3.385134698228950583e+03 3.836081046195526767e+01 1.476022871148478632e+00
3.376996900002809525e+03 3.931654313594772532e+01 1.523914762566696002e+00
3.368597645604275840e+03 4.026698282873945800e+01 1.573083969893190215e+00
3.359930355246253839e+03 4.121312718861654645e+01 1.623552439859966556e+00
3.351010733632722349e+03 4.215374538310681629e+01 1.675342118953245363e+00
3.341839628184426147e+03 4.308909227363086103e+01 1.728474953513063683e+00
3.332417885719408332e+03 4.401793707498443098e+01 1.782965461480535474e+00
3.322738924085966573e+03 4.494127753010414494e+01 1.838820732493142041e+00
3.312803588849615153e+03 4.585714006459271275e+01 1.896055284677951480e+00
3.302620153282824049e+03 4.676503679662938140e+01 1.954676208041177032e+00
3.292182033307309212e+03 4.766596553679070070e+01 2.014698021255870053e+00
3.281482644190854444e+03 4.855795277778053531e+01 2.076135243395853092e+00
3.270522828897117961e+03 4.944199637456856067e+01 2.138987537316299647e+00
3.259318286438605810e+03 5.031612286418477709e+01 2.203269423132684590e+00
3.247855001780949806e+03 5.118133014596786268e+01 2.268987993244718115e+00
3.236156101003888125e+03 5.203638763648877585e+01 2.336128055707366258e+00
3.224207567810270120e+03 5.288229327984631567e+01 2.404711561101173345e+00
3.212017670342185738e+03 5.371707370267998982e+01 2.474730747445174739e+00
3.199602104497005712e+03 5.454172689459556977e+01 2.546192710360565936e+00
3.186954280545130132e+03 5.535502236324811776e+01 2.619097118079170450e+00
3.174075036551706035e+03 5.615647247472667658e+01 2.693443639850148230e+00
3.160972638399056450e+03 5.694707528888476133e+01 2.769217089293358303e+00
3.147655351460318343e+03 5.772560038453529074e+01 2.846409709501588559e+00
3.134116583924016140e+03 5.849230303490322314e+01 2.925028601440153420e+00
3.120364600221010733e+03 5.924669570287927201e+01 3.005051153892785543e+00
3.106407664350572304e+03 5.998829087636769941e+01 3.086477041959194256e+00
3.092239183206743746e+03 6.071660106859616945e+01 3.169298513698590281e+00
3.077867420006232805e+03 6.143188165343059381e+01 3.253500390172879619e+00
3.063293209264251800e+03 6.213438803061299609e+01 3.339074922190227390e+00
3.048532241871305814e+03 6.282363279096557562e+01 3.425992076946191567e+00
3.033577923367105996e+03 6.349838571657902264e+01 3.514251536517866370e+00
3.018431087365612257e+03 6.416038795607886414e+01 3.603830699454746878e+00
3.003107423927928721e+03 6.480766650948842766e+01 3.694714394223036713e+00
2.987607766182309661e+03 6.544121974348216497e+01 3.786902307600238160e+00
2.971925518693537470e+03 6.606056038119976392e+01 3.880282702766493230e+00
2.956068942530720960e+03 6.666594400721501756e+01 3.974951838412739136e+00
